link,Número do processo,Turma,Seção,Data da sessão,Data da publicação,Ementa,Número da decisão,Decisão,Nome do relator
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10380011861200724_5968506.pdf,10380.011861/2007-24,Segunda Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Jan 24 00:00:00 UTC 2019,Thu Mar 07 00:00:00 UTC 2019,,1402-000.800,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por unanimidade de votos, converter em diligência, votando pelas conclusões os Conselheiros Evandro Correa Dias e Edeli Pereira Bessa. (assinado digitalmente) Edeli Pereira Bessa.- Presidente. (assinado digitalmente) Leonardo Luis Pagano Gonçalves - Relator. Participaram da sessão de julgamento os conselheiros: Marco Rogério Borges, Caio Cesar Nader Quintella, Evandro Correa Dias, Leonardo Luis Pagano Gonçalves, Ailton Neves da Silva (suplente convocado), Lucas Bevilacqua Cabianca Vieira, Junia Roberta Gouveia Sampaio e Edeli Pereira Bessa. Ausente o conselheiro Paulo Mateus Ciccone substituído pelo conselheiro Ailton Neves da Silva. Relatório",LEONARDO LUIS PAGANO GONCALVES
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10880959908200963_6073370.pdf,10880.959908/2009-63,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Sep 19 00:00:00 UTC 2019,Mon Oct 14 00:00:00 UTC 2019,"ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO Data do fato gerador: 30/06/2003 PER/DCOMP. LUCRO PRESUMIDO. COEFICIENTE DE DETERMINAÇÃO. SERVIÇOS HOSPITALARES. Enquadrando-se a atividade da recorrente no conceito legal de ""serviços hospitalares"", conforme tese firmada pelo Superior Tribunal de Justiça no julgamento de recurso especial na sistemática de recursos repetitivos, deve ser reconhecido o direito à aplicação do coeficiente de 8% na determinação do lucro presumido do período e reconhecido o direito creditório quanto aos valores recolhidos à maior sobre a base de cálculo calculada no coeficiente de 32%.",1302-003.975,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao recurso voluntário, nos termos do relatório e voto do relator. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10880.910001/2008-15, paradigma ao qual o presente processo foi vinculado. (documento assinado digitalmente) Luiz Tadeu Matosinho Machado  Presidente e Relator Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimaraes da Fonseca, Wilson Kazumi Nakayama (suplente convocado), Rogério Aparecido Gil, Maria Lucia Miceli, Flavio Machado Vilhena Dias, Breno do Carmo Moreira Vieira e Luiz Tadeu Matosinho Machado (Presidente). Ausente o conselheiro Ricardo Marozzi Gregório.",LUIZ TADEU MATOSINHO MACHADO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/13888910203200966_6043396.pdf,13888.910203/2009-66,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Thu Jul 11 00:00:00 UTC 2019,Fri Aug 02 00:00:00 UTC 2019,"ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ) Data do fato gerador: 29/08/2008 DECLARAÇÃO DE COMPENSAÇÃO. DCTF RETIFICADORA. APRESENTAÇÃO DE DOCUMENTAÇÃO. NOVA ANÁLISE DO DIREITO CREDITÓRIO PELA UNIDADE LOCAL. No caso de erro de fato no preenchimento de declaração, o contribuinte deve juntar aos autos, dentro do prazo legal, elementos probatórios hábeis à comprovação do direito alegado. Retificada a declaração e apresentada documentação contábil, o equívoco no preenchimento de declaração não pode figurar como óbice a impedir nova análise do direito creditório vindicado.",1003-000.840,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso, para determinar o retorno dos autos à Unidade de Origem para nova análise do direito creditório, levando em consideração a DCTF retificadora e os documentos colacionados no recurso voluntário, e havendo a constatação de existência, suficiência e disponibilidade do crédito decorrente do recolhimento a maior, como alegado, seja realizada a homologação da DCOMP em discussão, nos termos do voto da Relatora. (documento assinado digitalmente) Carmen Ferreira Saraiva - Presidente (documento assinado digitalmente) Mauritânia Elvira de Sousa Mendonça - Relatora Participaram do presente julgamento os Conselheiros: Carmen Ferreira Saraiva (Presidente), Bárbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça e Wilson Kazumi Nakayama.",MAURITANIA ELVIRA DE SOUSA MENDONCA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10880957868200915_6073367.pdf,10880.957868/2009-15,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Sep 19 00:00:00 UTC 2019,Mon Oct 14 00:00:00 UTC 2019,"ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO Data do fato gerador: 31/03/2003 PER/DCOMP. LUCRO PRESUMIDO. COEFICIENTE DE DETERMINAÇÃO. SERVIÇOS HOSPITALARES. Enquadrando-se a atividade da recorrente no conceito legal de ""serviços hospitalares"", conforme tese firmada pelo Superior Tribunal de Justiça no julgamento de recurso especial na sistemática de recursos repetitivos, deve ser reconhecido o direito à aplicação do coeficiente de 8% na determinação do lucro presumido do período e reconhecido o direito creditório quanto aos valores recolhidos à maior sobre a base de cálculo calculada no coeficiente de 32%.",1302-003.972,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao recurso voluntário, nos termos do relatório e voto do relator. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10880.910001/2008-15, paradigma ao qual o presente processo foi vinculado. (documento assinado digitalmente) Luiz Tadeu Matosinho Machado  Presidente e Relator Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimaraes da Fonseca, Wilson Kazumi Nakayama (suplente convocado), Rogério Aparecido Gil, Maria Lucia Miceli, Flavio Machado Vilhena Dias, Breno do Carmo Moreira Vieira e Luiz Tadeu Matosinho Machado (Presidente). Ausente o conselheiro Ricardo Marozzi Gregório.",LUIZ TADEU MATOSINHO MACHADO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10469901848201094_6062416.pdf,10469.901848/2010-94,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed Aug 14 00:00:00 UTC 2019,Mon Sep 16 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2006 COMPENSAÇÃO TRIBUTÁRIA. DIREITO CREDITÓRIO. ÔNUS DA PROVA. RESULTADO DA DILIGÊNCIA FISCAL. COMPROVAÇÃO, EM PARTE, DO CRÉDITO PLEITEADO. O contribuinte que apurar crédito, inclusive os judiciais com trânsito em julgado, relativo atributo e/ou contribuição administrados pela Secretaria da Receita Federal do Brasil, passível de restituição ou de ressarcimento, po-derá utilizá-lo na compensação de débitos próprios relativos a quaisquer tri-butos e contribuições administrados por esse Órgão. No processo de compensação tributária, o contribuinte é autor do pedido de aproveitamento de crédito contra a Fazenda Nacional, na declaração de compensação informada./entregue ao Fisco. À luz do artigo 373, I, do CPC (Lei nº 13.105, de 2015), de aplicação subsidiária no processo administrativo tributário federal, compete ao autor do pedido de crédito o ônus da prova do fato constitutivo do seu direito de crédito alegado, mediante apresentação de elementos de prova hábeis e idôneos da existência do crédito contra a Fazenda Nacional para que seja aferida a liquidez e certeza, nos termos do art. 170 do Código Tributário Nacional. O momento para a produção ou apresentação das provas está previsto nos arts. 15 e 16, §§ 4º e 5º, do Decreto nº 70.235/72 e alterações posteriores. A compensação tributária apresentada, informada à Receita Federal do Brasil extingue o débito tributário na data da transmissão da DCOMP, sob condição resolutória, pois dependente de ulterior verificação, conforme legislação de regência. Os requisitos de certeza e liquidez do crédito utilizado na DCOMP devem estar preenchidos ou atendidos, por conseguinte, na data de transmissão da declaração de compensação tributária. Restando demonstrado pela diligência fiscal a existência, em parte, do direito creditório pleiteado na DCOMP, defere-se essa parte comprovada do crédito e homologa-se a compensação até o limite do crédito deferido.",1301-004.060,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do Colegiado, por unanimidade de votos, em dar provimento parcial ao recurso voluntário para reconhecer o direito creditório, em valores originais, de R$ 57.190,12, a título de saldo do IRPJ ajuste anual do ano-calendário 2006, em valor único para todos os processos citados no bojo do voto condutor do Relator, e homologar as compensações, quanto aos débitos confessados nas DCOMP objeto dos referidos processos, até o limite desse crédito deferido. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente. (assinado digitalmente) Nelso Kichel- Relator. Participaram da sessão de julgamento os Conselheiros: Roberto Silva Junior, José Eduardo Dornelas Souza, Nelso Kichel, Marcelo José Luz de Macedo (suplente convocado), Giovana Pereira de Paiva Leite, Mauritânia Elvira de Sousa Mendonça (suplente convocado), Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",NELSO KICHEL
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10880949478200971_6073366.pdf,10880.949478/2009-71,Segunda Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Sep 19 00:00:00 UTC 2019,Mon Oct 14 00:00:00 UTC 2019,"ASSUNTO: NORMAS GERAIS DE DIREITO TRIBUTÁRIO Data do fato gerador: 31/03/2003 PER/DCOMP. LUCRO PRESUMIDO. COEFICIENTE DE DETERMINAÇÃO. SERVIÇOS HOSPITALARES. Enquadrando-se a atividade da recorrente no conceito legal de ""serviços hospitalares"", conforme tese firmada pelo Superior Tribunal de Justiça no julgamento de recurso especial na sistemática de recursos repetitivos, deve ser reconhecido o direito à aplicação do coeficiente de 8% na determinação do lucro presumido do período e reconhecido o direito creditório quanto aos valores recolhidos à maior sobre a base de cálculo calculada no coeficiente de 32%.",1302-003.971,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao recurso voluntário, nos termos do relatório e voto do relator. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10880.910001/2008-15, paradigma ao qual o presente processo foi vinculado. (documento assinado digitalmente) Luiz Tadeu Matosinho Machado  Presidente e Relator Participaram do presente julgamento os Conselheiros: Paulo Henrique Silva Figueiredo, Gustavo Guimaraes da Fonseca, Wilson Kazumi Nakayama (suplente convocado), Rogério Aparecido Gil, Maria Lucia Miceli, Flavio Machado Vilhena Dias, Breno do Carmo Moreira Vieira e Luiz Tadeu Matosinho Machado (Presidente). Ausente o conselheiro Ricardo Marozzi Gregório.",LUIZ TADEU MATOSINHO MACHADO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/13971900340200862_6001741.pdf,13971.900340/2008-62,Primeira Turma Ordinária da Segunda Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed Mar 20 00:00:00 UTC 2019,Mon May 06 00:00:00 UTC 2019,"Assunto: Normas Gerais de Direito Tributário Ano-calendário: 1999 MATERIALIDADE DO CRÉDITO TRIBUTÁRIO. IMPOSSIBILIDADE DE ANÁLISE. Como a existência e quantificação do crédito não foram objetos de análise, cabe a unidade local proceder tal verificação com a prolação de novo despacho decisório. Dessa forma, não há supressão do rito processual habitual e o direito de defesa da contribuinte permanece preservado. Somente diante da efetiva análise documental, das diligências necessárias à busca da verdade material, bem como mediante decisão fundamentada por parte das autoridades fiscais, apta a demonstrar que a documentação suporte apresentada pelo contribuinte é insuficiente para comprovar a origem do crédito e/ou não esclarece de forma assertiva e sem contradições a composição dos valores discutidos, que o direito creditório não merece ser reconhecido.",1201-002.831,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado em dar parcial provimento ao recurso voluntário, POR MAIORIA, para determinar o retorno dos autos à Unidade Local Competente para análise de mérito do direito creditório pleiteado, retomando-se, a partir do novo Despacho Decisório, o rito processual habitual. Vencido o conselheiro Lizandro Rodrigues de Sousa. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo nº 13971.900250/2008-71, paradigma ao qual o presente processo foi vinculado (assinado digitalmente) Lizandro Rodrigues de Sousa - Presidente e Relator. Participaram da sessão de julgamento os conselheiros: Neudson Cavalcante Albuquerque, Luis Henrique Marotti Toselli, Allan Marcel Warwar Teixeira, Gisele Barra Bossa, Efigênio de Freitas Junior, Breno do Carmo Moreira Vieira (Suplente convocado), Alexandre Evaristo Pinto e Lizandro Rodrigues de Sousa (Presidente).",LIZANDRO RODRIGUES DE SOUSA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10469901670201081_6063041.pdf,10469.901670/2010-81,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed Aug 14 00:00:00 UTC 2019,Wed Sep 18 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2006 COMPENSAÇÃO TRIBUTÁRIA. DIREITO CREDITÓRIO. ÔNUS DA PROVA. RESULTADO DA DILIGÊNCIA FISCAL. COMPROVAÇÃO, EM PARTE, DO CRÉDITO PLEITEADO. O contribuinte que apurar crédito, inclusive os judiciais com trânsito em julgado, relativo atributo e/ou contribuição administrados pela Secretaria da Receita Federal do Brasil, passível de restituição ou de ressarcimento, po-derá utilizá-lo na compensação de débitos próprios relativos a quaisquer tri-butos e contribuições administrados por esse Órgão. No processo de compensação tributária, o contribuinte é autor do pedido de aproveitamento de crédito contra a Fazenda Nacional, na declaração de compensação informada./entregue ao Fisco. À luz do artigo 373, I, do CPC (Lei nº 13.105, de 2015), de aplicação subsidiária no processo administrativo tributário federal, compete ao autor do pedido de crédito o ônus da prova do fato constitutivo do seu direito de crédito alegado, mediante apresentação de elementos de prova hábeis e idôneos da existência do crédito contra a Fazenda Nacional para que seja aferida a liquidez e certeza, nos termos do art. 170 do Código Tributário Nacional. O momento para a produção ou apresentação das provas está previsto nos arts. 15 e 16, §§ 4º e 5º, do Decreto nº 70.235/72 e alterações posteriores. A compensação tributária apresentada, informada à Receita Federal do Brasil extingue o débito tributário na data da transmissão da DCOMP, sob condição resolutória, pois dependente de ulterior verificação, conforme legislação de regência. Os requisitos de certeza e liquidez do crédito utilizado na DCOMP devem estar preenchidos ou atendidos, por conseguinte, na data de transmissão da declaração de compensação tributária. Restando demonstrado pela diligência fiscal a existência, em parte, do direito creditório pleiteado na DCOMP, defere-se essa parte comprovada do crédito e homologa-se a compensação até o limite do crédito deferido.",1301-004.059,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do Colegiado, por unanimidade de votos, em dar provimento parcial ao recurso voluntário para reconhecer o direito creditório, em valores originais, de R$ 57.190,12, a título de saldo do IRPJ ajuste anual do ano-calendário 2006, em valor único para todos os processos citados no bojo do voto condutor do Relator, e homologar as compensações, quanto aos débitos confessados nas DCOMP objeto dos referidos processos, até o limite desse crédito deferido. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente. (assinado digitalmente) Nelso Kichel- Relator. Participaram da sessão de julgamento os Conselheiros: Roberto Silva Junior, José Eduardo Dornelas Souza, Nelso Kichel, Marcelo José Luz de Macedo (suplente convocado), Giovana Pereira de Paiva Leite, Mauritânia Elvira de Sousa Mendonça (suplente convocado), Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",NELSO KICHEL
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10469901096201061_6061923.pdf,10469.901096/2010-61,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Wed Aug 14 00:00:00 UTC 2019,Fri Sep 13 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2006 COMPENSAÇÃO TRIBUTÁRIA. DIREITO CREDITÓRIO. ÔNUS DA PROVA. RESULTADO DA DILIGÊNCIA FISCAL. COMPROVAÇÃO, EM PARTE, DO CRÉDITO PLEITEADO. O contribuinte que apurar crédito, inclusive os judiciais com trânsito em julgado, relativo atributo e/ou contribuição administrados pela Secretaria da Receita Federal do Brasil, passível de restituição ou de ressarcimento, po-derá utilizá-lo na compensação de débitos próprios relativos a quaisquer tri-butos e contribuições administrados por esse Órgão. No processo de compensação tributária, o contribuinte é autor do pedido de aproveitamento de crédito contra a Fazenda Nacional, na declaração de compensação informada./entregue ao Fisco. À luz do artigo 373, I, do CPC (Lei nº 13.105, de 2015), de aplicação subsidiária no processo administrativo tributário federal, compete ao autor do pedido de crédito o ônus da prova do fato constitutivo do seu direito de crédito alegado, mediante apresentação de elementos de prova hábeis e idôneos da existência do crédito contra a Fazenda Nacional para que seja aferida a liquidez e certeza, nos termos do art. 170 do Código Tributário Nacional. O momento para a produção ou apresentação das provas está previsto nos arts. 15 e 16, §§ 4º e 5º, do Decreto nº 70.235/72 e alterações posteriores. A compensação tributária apresentada, informada à Receita Federal do Brasil extingue o débito tributário na data da transmissão da DCOMP, sob condição resolutória, pois dependente de ulterior verificação, conforme legislação de regência. Os requisitos de certeza e liquidez do crédito utilizado na DCOMP devem estar preenchidos ou atendidos, por conseguinte, na data de transmissão da declaração de compensação tributária. Restando demonstrado pela diligência fiscal a existência, em parte, do direito creditório pleiteado na DCOMP, defere-se essa parte comprovada do crédito e homologa-se a compensação até o limite do crédito deferido.",1301-004.057,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do Colegiado, por unanimidade de votos, em dar provimento parcial ao recurso voluntário para reconhecer o direito creditório, em valores originais, de R$ 57.190,12, a título de saldo do IRPJ ajuste anual do ano-calendário 2006, em valor único para todos os processos citados no bojo do voto condutor do Relator, e homologar as compensações, quanto aos débitos confessados nas DCOMP objeto dos referidos processos, até o limite desse crédito deferido. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente. (assinado digitalmente) Nelso Kichel- Relator. Participaram da sessão de julgamento os conselheiros: Roberto Silva Junior, José Eduardo Dornelas Souza, Nelso Kichel, Marcelo José Luz de Macedo (suplente convocado), Giovana Pereira de Paiva Leite, Mauritânia Elvira de Sousa Mendonça (suplente convocado), Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",NELSO KICHEL
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/16561000182200788_6079631.pdf,16561.000182/2007-88,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,Wed Oct 09 00:00:00 UTC 2019,Wed Oct 23 00:00:00 UTC 2019,"ASSUNTO: IMPOSTO SOBRE A RENDA DE PESSOA JURÍDICA (IRPJ) Ano-calendário: 2002 PROCESSUAL NULIDADE. INOCORRÊNCIA. São considerados nulos somente atos e termos lavrados por pessoa incompetente e despachos e decisões proferidos por autoridade incompetente ou com preterição do direito de defesa, hipóteses inocorrentes no caso em análise. MPF. COMPETÊNCIA O Mandado de Procedimento Fiscal é um instrumento interno de controle administrativo que não interfere na competência do Auditor Fiscal para proceder ações fiscais ou constituir créditos tributários, porquanto esta competência é instituída por lei. CERCEAMENTO DO DIREITO DE DEFESA. As garantias ao devido processo legal, ao contraditório e à ampla defesa com os meios e recursos a ela inerentes foram observadas, de modo que não restou evidenciado o cerceamento do direito de defesa. DECADÊNCIA. PRAZO. O prazo para a Fazenda Pública constituir o crédito tributário referente aos tributos sujeitos ao lançamento por homologação, extingue-se em 5 (cinco) anos contados da ocorrência do fato gerador, conforme disposto no art. 150, § 4º, do CTN. INVESTIMENTO NO EXTERIOR EM COLIGADA. EQUIVALÊNCIA PATRIMONIAL As variações decorrentes da aplicação do método da equivalência patrimonial, no tocante à variação cambial de investimentos no exterior, não devem ser computados na apuração do lucro real. INTIMAÇÃO. ENDEREÇO DO PATRONO DO CONTRIBUINTE. Aplicação da Súmula CARF nº 110: ""No processo administrativo fiscal, é incabível a intimação dirigida ao endereço de advogado do sujeito passivo"". ASSUNTO: CONTRIBUIÇÃO SOCIAL SOBRE O LUCRO LÍQUIDO (CSLL) Ano-calendário: 2002 DECORRÊNCIAS. CSLL. Aplica-se ao lançamento reflexo o mesmo tratamento dispensado ao lançamento matriz, em razão da relação de causa e de efeito que os vincula.",1003-001.043,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em rejeitar as preliminares suscitadas no recurso e, no mérito, em dar provimento ao Recurso Voluntário. (documento assinado digitalmente) Carmen Ferreira Saraiva - Presidente (documento assinado digitalmente) Mauritânia Elvira de Sousa Mendonça - Relatora Participaram do presente julgamento os Conselheiros: Carmen Ferreira Saraiva (Presidente), Bárbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça e Wilson Kazumi Nakayama.",MAURITANIA ELVIRA DE SOUSA MENDONCA
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10283900419200934_6097352.pdf,10283.900419/2009-34,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,Thu Nov 07 00:00:00 UTC 2019,Fri Nov 22 00:00:00 UTC 2019,"ASSUNTO: PROCESSO ADMINISTRATIVO FISCAL Ano-calendário: 2004 RECURSO ESPECIAL. DIVERGÊNCIA NÃO COMPROVADA. NÃO CONHECIMENTO. Não se conhece de recurso especial por ausência de demonstração de divergência quando apresentados paradigmas com situações faticamente dissonantes. No acórdão recorrido o colegiado de origem convolou o crédito informado de estimativa em saldo negativo, enquanto nos acórdãos paradigmas apresentados pela recorrente houve a retificação da DCOMP após a ciência do despacho decisório, caracterizando situações distintas, cujas peculiaridades foram determinantes para a solução dada em cada caso.",9101-004.546,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em não conhecer do Recurso Especial. Votou pelas conclusões a conselheira Edeli Pereira Bessa. (documento assinado digitalmente) Adriana Gomes Rêgo - Presidente (documento assinado digitalmente) Viviane Vidal Wagner  Relatora Participaram do presente julgamento os Conselheiros: André Mendes de Moura, Cristiane Silva Costa, Edeli Pereira Bessa, Demetrius Nichele Macei, Viviane Vidal Wagner, Lívia de Carli Germano, Andrea Duek Simantob, Amélia Wakako Morishita Yamamoto, Caio Cesar Nader Quintella (suplente convocado) e Adriana Gomes Rêgo (Presidente).",VIVIANE VIDAL WAGNER
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10920724138201211_6002555.pdf,10920.724138/2012-11,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,Tue Mar 12 00:00:00 UTC 2019,Tue May 07 00:00:00 UTC 2019,"Assunto: Normas Gerais de Direito Tributário Ano-calendário: 2007, 2008 RECURSO ESPECIAL. RECURSO ESPECIAL. NÃO CONHECIMENTO. MATÉRIA SUMULADA. Não se conhece recurso especial de decisão que adote entendimento de súmula de jurisprudência do CARF, ainda que esta tenha sido aprovada posteriormente à data da interposição do recurso, nos termos do artigo 67 do RICARF. Súmula CARF 108: Incidem juros moratórios, calculados à taxa referencial do Sistema Especial de Liquidação e Custódia - SELIC, sobre o valor correspondente à multa de ofício. ART. 74 DA MP Nº 2.158-35, DE 2001. TRATADO BRASIL-ESPANHA PARA EVITAR DUPLA TRIBUTAÇÃO DE RENDA. MATERIALIDADES DISTINTAS. Não se comunicam as materialidades previstas no art. 74 da MP nº 2.158-35, de 2001, e as dispostas na Convenção Brasil-Espanha para evitar bitributação de renda. Os lucros tributados pela legislação brasileira são aqueles auferidos pelo investidor brasileiro na proporção de sua participação no investimento localizado no exterior, ao final de cada ano-calendário. OPERACIONALIZAÇÃO DA NEUTRALIDADE DO SISTEMA E SUPERAÇÃO DO DIFERIMENTO DA TRIBUTAÇÃO. A neutralidade do sistema de tributação quando investidor e investida estão localizadas no Brasil opera-se mediante a exclusão dos resultado positivo da investida apurado via Método de Equivalência Patrimonial no lucro real da investidora, porque os lucros da investida já foram tributados no Brasil pela mesma alíquota que seriam se o fossem pela investidora. Estando investidor no Brasil e investida no exterior, se a alíquota no exterior é menor do que a brasileira, quebra-se a neutralidade do sistema, e viabiliza-se diferimento por tempo indeterminado da tributação, caso a investidora, que detém poder de decisão sobre a investida, decida não distribuir os lucros. Por isso, o art. 74 da MP nº 2.158-35, de 2001, ao determinar que os lucros sejam auferidos pelo investidor brasileiro, na medida de sua participação, ao final de cada ano-calendário, dispondo sobre aspecto temporal, evitou o diferimento, e, ao mesmo tempo, o art. 26 da Lei nº 9.249, de 1995, autorizou a compensação dos impostos pagos no exterior, viabilizando a neutralidade do sistema.",9101-004.060,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por maioria de votos, em conhecer parcialmente do Recurso Especial, apenas em relação à matéria ""Prevalência dos tratados internacionais sobre a legislação interna"", vencidos os conselheiros Viviane Vidal Wagner, Demetrius Nichele Macei e Lizandro Rodrigues de Sousa (suplente convocado), que não conheceram do recurso. No mérito, na parte conhecida, por voto de qualidade, acordam em negar-lhe provimento, vencidos os conselheiros Livia De Carli Germano (relatora), Cristiane Silva Costa, Demetrius Nichele Macei e Luis Fabiano Alves Penteado, que lhe deram provimento. Designado para redigir o voto vencedor o conselheiro André Mendes de Moura. Manifestou intenção de apresentar declaração de voto o conselheiro Demetrius Nichele Macei. (assinado digitalmente) Rafael Vidal de Araujo - Presidente em Exercício (assinado digitalmente) Livia De Carli Germano - Relatora (assinado digitalmente) André Mendes de Moura - Redator Designado Participaram do presente julgamento os conselheiros André Mendes de Moura, Cristiane Silva Costa, Viviane Vidal Wagner, Demetrius Nichele Macei, Lizandro Rodrigues de Sousa (suplente convocado), Luis Fabiano Alves Penteado, Livia De Carli Germano e Rafael Vidal de Araújo (Presidente em Exercício).",LIVIA DE CARLI GERMANO
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/15983720003201690_6027942.pdf,15983.720003/2016-90,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,Tue May 14 00:00:00 UTC 2019,Mon Jul 08 00:00:00 UTC 2019,,1401-000.641,"Vistos, relatados e discutidos os presentes autos. Resolvem os membros do colegiado, por unanimidade de votos, declinar da competência para o julgamento em favor da 3ª Seção de Julgamento. O processo deverá ser distribuído à Presidência do CARF para decidir acerca do conflito negativo de competência originado pela decisão desta Turma de Julgamento. (assinado digitalmente) Luiz Augusto de Souza Gonçalves Presidente (assinado digitalmente) Luciana Yoshihara Arcangelo Zanin Participaram da sessão de julgamento os conselheiros: Abel Nunes de Oliveira Neto, Daniel Ribeiro Silva, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Carlos André Soares Nogueira, Leticia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).",LUCIANA YOSHIHARA ARCANGELO ZANIN
http://acordaos.economia.gov.br/acordaos2/pdfs/processados/10880934144200901_6051777.pdf,10880.934144/2009-01,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,Thu Jul 18 00:00:00 UTC 2019,Thu Aug 22 00:00:00 UTC 2019,"Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ Ano-calendário: 2004 PER/DCOMP. ERRO DE FATO. NÃO COMPROVAÇÃO. LIQUIDEZ E CERTEZA. Não comprovado o erro de fato no preenchimento da DCTF, deve ser indeferido o pleito compensatório.",1301-004.019,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente (assinado digitalmente) José Eduardo Dornelas Souza - Relator Participaram do presente julgamento os Conselheiros: Roberto Silva Junior, José Eduardo Dornelas Souza, Nelso Kichel, Carlos Augusto Daniel Neto, Giovana Pereira de Paiva Leite, Amélia Wakako Morishita Yamamoto, Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",JOSE EDUARDO DORNELAS SOUZA
