Número do processo,Turma,Seção,Data da sessão,Data da publicação,Número da decisão,Decisão,Nome do relator,CNPJ,Razao Social,Nat. Jur.,Qual. Resp.,Capital,Porte,situação cadastral,data início atividade,cnae principal,bairro,cep,uf,municipio,CNAE fiscal - descricao,Classificação,nj_2,nj_3,qr_5,qr_10,qr_12,qr_13,qr_16,qr_17,qr_28,qr_49,qr_50,qr_64,qr_65,"cn_ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","cn_AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS",cn_ALIMENTAÇÃO,cn_ALOJAMENTO,cn_ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS,cn_ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,"cn_ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS","cn_ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","cn_ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA",cn_ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,cn_ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS,cn_ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,cn_ATIVIDADES DE RÁDIO E DE TELEVISÃO,cn_ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,cn_ATIVIDADES DE SERVIÇOS FINANCEIROS,"cn_ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO",cn_ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,cn_ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER,cn_ATIVIDADES IMOBILIÁRIAS,"cn_ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",cn_ATIVIDADES LIGADAS AO PATRIMÔNIO CULTURAL E AMBIENTAL,"cn_CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA","cn_COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",cn_COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,"cn_COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",cn_COMÉRCIO VAREJISTA,cn_CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,cn_CONSTRUÇÃO DE EDIFÍCIOS,cn_EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO,cn_EDUCAÇÃO,"cn_ELETRICIDADE, GÁS E OUTRAS UTILIDADES",cn_ERRO,cn_ESGOTO E ATIVIDADES RELACIONADAS,cn_FABRICAÇÃO DE BEBIDAS,"cn_FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL","cn_FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS","cn_FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS",cn_FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"cn_FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS",cn_FABRICAÇÃO DE MÓVEIS,"cn_FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES",cn_FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS,cn_FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO,cn_FABRICAÇÃO DE PRODUTOS DE MADEIRA,"cn_FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS",cn_FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,cn_FABRICAÇÃO DE PRODUTOS DIVERSOS,cn_FABRICAÇÃO DE PRODUTOS DO FUMO,cn_FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS,cn_FABRICAÇÃO DE PRODUTOS QUÍMICOS,cn_FABRICAÇÃO DE PRODUTOS TÊXTEIS,"cn_FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS",cn_IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES,"cn_MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS",cn_METALURGIA,cn_OBRAS DE INFRA-ESTRUTURA,cn_ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS,cn_OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS,"cn_OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",cn_PESQUISA E DESENVOLVIMENTO CIENTÍFICO,"cn_PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS",cn_PUBLICIDADE E PESQUISA DE MERCADO,cn_REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS,"cn_SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE","cn_SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA",cn_SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,cn_SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,"cn_SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS",cn_SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,cn_SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS,cn_TELECOMUNICAÇÕES,cn_TRANSPORTE AQUAVIÁRIO,cn_TRANSPORTE AÉREO,cn_TRANSPORTE TERRESTRE,cl_negado,cl_parcial,cl_provido,pt_1.0,pt_3.0,pt_5.0
10880.976899/2012-71,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,19/02/2019,18/03/2019,1301-003.724,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento ao recurso voluntário para reconhecer o direito de crédito pleiteado e homologar as compensações declaradas até esse limite, nos termos do voto do relator. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente. (assinado digitalmente) Carlos Augusto Daniel Neto - Relator. Participaram do presente julgamento os seguintes Conselheiros: Roberto Silva Junior, José Eduardo Dornelas Souza, Nelso Kichel, Carlos Augusto Daniel Neto, Giovana Pereira de Paiva Leite, Amélia Wakako Morishita Yamamoto, Bianca Felicia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",CARLOS AUGUSTO DANIEL NETO,08.597.446/0001-57,ORQUIDEA PARTICIPACOES E EMPREENDIMENTOS LTDA,2062.0,5.0,"17046526,00",5.0,8.0,20070108.0,6462000.0,PINHEIROS,5423901.0,SP,7107.0,ATIVIDADES DE SERVIÇOS FINANCEIROS,provido,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13886.000463/2007-80,Primeira Turma Ordinária da Segunda Câmara da Primeira Seção,Primeira Seção de Julgamento,21/03/2019,05/04/2019,1201-002.876,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade, em dar provimento ao Recurso Voluntário. (Assinado Digitalmente) Lizandro Rodrigues de Sousa - Presidente e Relator. Participaram da sessão de julgamento os conselheiros Lizandro Rodrigues de Sousa (presidente), Neudson Cavalcante Albuquerque, Allan Marcel Warwar Teixeira, Luis Henrique Marotti Toselli, Gisele Barra Bossa, Breno do Carmo Moreira Vieira (Suplente Convocado), Alexandre Evaristo Pinto e Efigênio de Freitas Júnior",LIZANDRO RODRIGUES DE SOUSA,51.319.358/0001-12,FENIX EMPREENDIMENTOS SA,2054.0,10.0,"78936160,54",5.0,2.0,19800207.0,6810202.0,VALE DAS CIGARRAS,13459057.0,SP,7017.0,ATIVIDADES IMOBILIÁRIAS,provido,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13609.901609/2014-12,Primeira Turma Ordinária da Segunda Câmara da Primeira Seção,Primeira Seção de Julgamento,21/03/2019,23/04/2019,1201-002.867,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado em dar provimento ao recurso voluntário, por maioria. Vencido o conselheiro Lizandro Rodrigues de Sousa que negava provimento. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 13609.901608/2014-60, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente) Lizandro Rodrigues de Sousa - Presidente e Relator Participaram da sessão de julgamento os conselheiros: Neudson Cavalcante Albuquerque, Luis Henrique Marotti Toselli, Allan Marcel Warwar Teixeira, Gisele Barra Bossa, Efigênio de Freitas Junior, Breno do Carmo Moreira Vieira (Suplente convocado), Alexandre Evaristo Pinto e Lizandro Rodrigues de Sousa (Presidente).",LIZANDRO RODRIGUES DE SOUSA,10.780.884/0001-06,MG MIX CONCRETO LTDA,2062.0,49.0,"1000000,00",1.0,2.0,20090422.0,2330305.0,NOVA GRANJA,33350000.0,MG,2649.0,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS,provido,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10680.902605/2015-73,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,22/11/2018,14/01/2019,1301-003.529,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso para superar a ausência de retificação da DCTF anterior ao despacho decisório e determinar o retorno dos autos à unidade de origem para que analise a liquidez e certeza do crédito requerido e emita despacho decisório complementar, retomando-se, a partir daí, o rito processual de praxe, nos termos do voto da relatora. O julgamento deste processo segue a sistemática dos recursos repetitivos. Portanto, aplica-se o decidido no julgamento do processo 10680.902600/2015-41, paradigma ao qual o presente processo foi vinculado. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente e Relator Participaram do presente julgamento os conselheiros: Fernando Brasil de Oliveira Pinto (Presidente), Roberto Silva Júnior, José Eduardo Dornelas Souza, Nelso Kichel, Carlos Augusto Daniel Neto, Giovana Pereira de Paiva Leite, Amélia Wakako Morishita Yamamoto e Bianca Felícia Rothschild.",FERNANDO BRASIL DE OLIVEIRA PINTO,19.198.118/0001-02,EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS - EMATER-MG,2011.0,16.0,"0,00",5.0,2.0,19760824.0,7490103.0,GUTIERREZ,30441194.0,MG,4123.0,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",parcial,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10580.912490/2009-13,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,13/11/2019,19/12/2019,1401-004.026,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. O julgamento deste processo seguiu a sistemática dos recursos repetitivos, aplicando-se o decidido no julgamento do processo 10580.912493/2009-49, paradigma ao qual o presente processo foi vinculado. (documento assinado digitalmente) Luiz Augusto de Souza Gonçalves  Presidente e Relator Participaram do presente julgamento os Conselheiros: Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Carlos André Soares Nogueira, Luciana Yoshihara Arcangelo Zanin, Wilson Kazumi Nakayama (suplente convocado), Leticia Domingues Costa Braga, Eduardo Morgado Rodrigues e Luiz Augusto de Souza Gonçalves (Presidente).",LUIZ AUGUSTO DE SOUZA GONCALVES,02.862.827/0001-30,MEDGATE INVESTIMENTOS E AGENCIAMENTOS LTDA,2062.0,49.0,"0,00",5.0,2.0,19981118.0,6810201.0,CAMINHO DAS ARVORES,41820021.0,BA,3849.0,ATIVIDADES IMOBILIÁRIAS,negado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10469.901094/2010-72,Primeira Turma Ordinária da Terceira Câmara da Primeira Seção,Primeira Seção de Julgamento,14/08/2019,11/09/2019,1301-004.056,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do Colegiado, por unanimidade de votos, em dar provimento parcial ao recurso voluntário para reconhecer o direito creditório, em valores originais, de R$ 57.190,12, a título de saldo do IRPJ ajuste anual do ano-calendário 2006, em valor único para todos os processos citados no bojo do voto condutor do Relator, e homologar as compensações, quanto aos débitos confessados nas DCOMP objeto dos referidos processos, até o limite desse crédito deferido. (assinado digitalmente) Fernando Brasil de Oliveira Pinto - Presidente. (assinado digitalmente) Nelso Kichel- Relator. Participaram da sessão de julgamento os Conselheiros: Roberto Silva Junior, José Eduardo Dornelas Souza, Nelso Kichel, Marcelo José Luz de Macedo (suplente convocado), Giovana Pereira de Paiva Leite, Mauritânia Elvira de Sousa Mendonça (suplente convocado), Bianca Felícia Rothschild e Fernando Brasil de Oliveira Pinto (Presidente).",NELSO KICHEL,08.397.374/0001-02,IMPORTADORA COMERCIAL DE MADEIRAS LTDA,2062.0,49.0,"200000,00",5.0,2.0,19591224.0,4744099.0,DIX SEPT ROSADO,59054380.0,RN,1761.0,COMÉRCIO VAREJISTA,parcial,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13116.720927/2014-18,Primeira Turma Ordinária da Segunda Câmara da Primeira Seção,Primeira Seção de Julgamento,20/02/2019,12/03/2019,1201-002.725,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade, em acolher os embargos de declaração da PGFN, para fins de corrigir a parte dispositiva da decisão embargada, para os seguintes termos: ""Pelo exposto, DOU PARCIAL PROVIMENTO ao RECURSO VOLUNTÁRIO, para afastar a qualificação da multa relativa a CSLL do 1o (primeiro) e 4o (quarto) trimestres de 2009, reduzindo-a de 150% para 75%, bem como para NÃO CONHECER do RECURSO VOLUNTÁRIO em relação aos demais débitos constituídos."" (assinado digitalmente) Lizandro Rodrigues de Sousa - Presidente. (assinado digitalmente) Luis Henrique Marotti Toselli - Relator. Participaram da sessão de julgamento os conselheiros: Neudson Cavalcante Albuquerque, Luis Henrique Marotti Toselli, Allan Marcel Warwar Teixeira, Gisele Barra Bossa, Ângelo Abrantes Nunes (Suplente convocado), Jose Roberto Adelino da Silva (Suplente convocado), Breno do Carmo Moreira Vieira (Suplente convocado) e Lizandro Rodrigues de Sousa (Presidente).",LUIS HENRIQUE MAROTTI TOSELLI,01.644.931/0007-80,A.S.E. DISTRIBUICAO LTDA.,2062.0,5.0,"1980000,00",1.0,2.0,19970204.0,8219999.0,SAO JOAO,75133200.0,GO,9221.0,"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS",parcial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
10875.902841/2008-83,Primeira Turma Ordinária da Segunda Câmara da Primeira Seção,Primeira Seção de Julgamento,17/07/2019,07/08/2019,1201-003.029,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade, em conhecer do recurso voluntário e, no mérito, dar-lhe parcial provimento para determinar o retorno dos autos à Unidade Local para analisar o direito de saldo negativo de IRPJ, ano-calendário 2004; prolatar novo Despacho Decisório; retomando-se novo rito processual. (documento assinado digitalmente) Lizandro Rodrigues de Souza - Presidente (documento assinado digitalmente) Efigênio de Freitas Júnior - Relator Participaram do presente julgamento os Conselheiros: Neudson Cavalcante Albuquerque, Luis Henrique Marotti Toselli, Efigênio de Freitas Júnior, Gisele Barra Bossa, Carmen Ferreira Saraiva (Suplente convocada), Alexandre Evaristo Pinto, Marcelo José Luz de Macedo (Suplente convocado) e Lizandro Rodrigues de Souza (Presidente). Ausente, justificadamente, o conselheiro Allan Marcel Warwar Teixeira.",EFIGENIO DE FREITAS JUNIOR,00.910.496/0001-30,DUPONT PERFORMANCE COATINGS S.A.,2054.0,10.0,"0,00",5.0,8.0,19951108.0,2071100.0,CUMBICA,7220900.0,SP,6477.0,FABRICAÇÃO DE PRODUTOS QUÍMICOS,parcial,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10930.900420/2009-97,Terceira Turma Extraordinária da Primeira Seção,Primeira Seção de Julgamento,07/08/2019,06/09/2019,1003-000.884,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial ao recurso, tendo em vista o início de prova produzido pela Recorrente que apresenta as cópias do balancete do período, demonstrativo de resultado do exercício, balanço patrimonial e tabela de aplicação prática elaborada por profissional devidamente habilitado para reconhecimento da possibilidade de formação de indébito com base no conjunto probatório e informações constantes nos autos, mas sem homologar a compensação por ausência de análise do mérito, com o consequente retorno dos autos a DRF de origem para verificação da existência, suficiência e disponibilidade do direito creditório pleiteado no Per/DComp. (documento assinado digitalmente) Carmen Ferreira Saraiva - Presidente (documento assinado digitalmente) Bárbara Santos Guedes - Relator Participaram do presente julgamento os Conselheiros: Bárbara Santos Guedes, Mauritânia Elvira de Sousa Mendonça, Wilson Kazumi Nakayama e Carmen Ferreira Saraiva (Presidente)",BARBARA SANTOS GUEDES,84.967.330/0001-40,POSTO V BRAMBILA LTDA,2062.0,49.0,"1600000,00",5.0,2.0,19920206.0,4731800.0,BARRA FUNDA,86800520.0,PR,7425.0,COMÉRCIO VAREJISTA,parcial,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10480.008707/00-08,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,13/12/2018,15/01/2019,1401-003.054,"Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário. (assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente (assinado digitalmente) Cláudio de Andrade Camerano - Relator Participaram da sessão de julgamento os conselheiros: Luiz Augusto de Souza Gonçalves, Livia de Carli Germano, Carlos André Soares Nogueira, Abel Nunes de Oliveira Neto, Cláudio de Andrade Camerano, Luciana Yoshihara Arcangelo Zanin, Daniel Ribeiro Silva e Letícia Domingues Costa Braga.",CLAUDIO DE ANDRADE CAMERANO,41.025.313/0001-81,COMPANHIA PERNAMBUCANA DE GAS COPERGAS,2038.0,10.0,"207612929,51",5.0,2.0,19920924.0,3520401.0,BOA VIAGEM,51111010.0,PE,2531.0,"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",negado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18471.004283/2008-43,1ª TURMA/CÂMARA SUPERIOR REC. FISCAIS,Câmara Superior de Recursos Fiscais,08/11/2018,10/01/2019,9101-003.901,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em conhecer do Recurso Especial e, no mérito, em dar-lhe provimento. Ausente, justificadamente, o conselheiro Luis Flávio Neto. (assinado digitalmente) Rafael Vidal de Araújo - Presidente. (assinado digitalmente) Demetrius Nichele Macei - Relator. Participaram da sessão de julgamento os conselheiros: André Mendes de Moura, Cristiane Silva Costa, Flávio Franco Corrêa, Demetrius Nichele Macei, Viviane Vidal Wagner, Luis Fabiano Alves Penteado, Marcos Antônio Nepomuceno Feitosa (suplente convocado para substituir o conselheiro Luis Flávio Neto) e Rafael Vidal de Araújo (Presidente em Exercício).",DEMETRIUS NICHELE MACEI,33.247.271/0001-03,EMPRESA BRASILEIRA DE ENGENHARIA S A,2054.0,16.0,"0,00",5.0,2.0,19730917.0,4292802.0,MARACANA,20550011.0,RJ,6001.0,OBRAS DE INFRA-ESTRUTURA,provido,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10935.908448/2009-22,Primeira Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,15/08/2019,31/10/2019,1401-003.707,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso. (documento assinado digitalmente) Luiz Augusto de Souza Gonçalves - Presidente (documento assinado digitalmente) Eduardo Morgado Rodrigues - Relator Participaram do presente julgamento os Conselheiros: Abel Nunes de Oliveira Neto, Carlos André Soares Nogueira, Cláudio de Andrade Camerano, Daniel Ribeiro Silva, Eduardo Morgado Rodrigues, Letícia Domingues Costa Braga, Luciana Yoshihara Arcangelo Zanin e Luiz Augusto de Souza Gonçalves (Presidente).",EDUARDO MORGADO RODRIGUES,02.308.397/0001-09,UNITOM UNIDADE DE DIAGNOSTICO POR IMAGEM S/S LTDA,2240.0,49.0,"9000000,00",5.0,2.0,19971111.0,8640206.0,CENTRO,85802080.0,PR,7493.0,ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,negado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19647.003906/2006-11,Segunda Turma Ordinária da Quarta Câmara da Primeira Seção,Primeira Seção de Julgamento,15/08/2019,02/10/2019,1402-004.033,"Vistos, relatados e discutidos os presentes autos. Acordam os membros do colegiado, por unanimidade de votos, negar provimento ao recurso voluntário, manter a decisão recorrida e não reconhecer o direito creditório pleiteado. (assinado digitalmente) Paulo Mateus Ciccone - Presidente e Relator Participaram do presente julgamento os Conselheiros: Marco Rogério Borges, Caio Cesar Nader Quintella, Evandro Correa Dias, Leonardo Luis Pagano Gonçalves, Murillo Lo Visco, André Severo Chaves (suplente convocado), Paula Santos de Abreu e Paulo Mateus Ciccone (Presidente). Ausente a conselheira Junia Roberta Gouveia Sampaio.",PAULO MATEUS CICCONE,11.214.624/0001-28,UNIMED RECIFE COOPERATIVA DE TRABALHO MEDICO,2143.0,16.0,"0,00",5.0,2.0,19760423.0,6550200.0,PAISSANDU,50070225.0,PE,2531.0,"SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",negado,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
